,THUMB_IP_TO_THUMB_TIP,WRIST_TO_INDEX_FINGER_MCP,PINKY_MCP_TO_PINKY_PIP,WRIST_TO_PINKY_MCP,RING_FINGER_MCP_TO_RING_FINGER_PIP,RING_FINGER_MCP_TO_PINKY_MCP,PINKY_PIP_TO_PINKY_DIP,INDEX_FINGER_MCP_TO_INDEX_FINGER_PIP,INDEX_FINGER_MCP_TO_MIDDLE_FINGER_MCP,RING_FINGER_PIP_TO_RING_FINGER_DIP,WRIST_TO_THUMB_CMC,MIDDLE_FINGER_MCP_TO_MIDDLE_FINGER_PIP,THUMB_CMC_TO_THUMB_MCP,MIDDLE_FINGER_PIP_TO_MIDDLE_FINGER_DIP,MIDDLE_FINGER_MCP_TO_RING_FINGER_MCP,PINKY_DIP_TO_PINKY_TIP,INDEX_FINGER_PIP_TO_INDEX_FINGER_DIP,RING_FINGER_DIP_TO_RING_FINGER_TIP,THUMB_MCP_TO_THUMB_IP,MIDDLE_FINGER_DIP_TO_MIDDLE_FINGER_TIP,INDEX_FINGER_DIP_TO_INDEX_FINGER_TIP,WRIST_TO_THUMB_TIP,WRIST_TO_INDEX_FINGER_TIP,WRIST_TO_MIDDLE_FINGER_TIP,WRIST_TO_RING_FINGER_TIP,WRIST_TO_PINKY_TIP,THUMB_TIP_TO_INDEX_FINGER_TIP,INDEX_FINGER_TIP_TO_MIDDLE_FINGER_TIP,MIDDLE_FINGER_TIP_TO_RING_FINGER_TIP,RING_FINGER_TIP_TO_PINKY_TIP,SIGN
0,0.14132675408503514,0.4504911579219003,0.12552082853743604,0.3850101949721506,0.1487240709053946,0.10934798600886092,0.1585801145822753,0.15154359225379463,0.11271462157669766,0.23298751544708246,0.16148458974331661,0.15475734628042176,0.18754178451888384,0.2561947525078777,0.11006928473894578,0.06357768134944662,0.19665457045133478,0.04474784163413323,0.18928025363695664,0.04212859674259068,0.07455495628219024,0.548453475989159,0.34087544598718644,0.2895526329724467,0.2772920826566877,0.28600627101532783,0.21241151207087702,0.09264125310867719,0.08900966389680273,0.09077152386299911,A
1,0.13934434940311657,0.43901293048272366,0.12555213312244184,0.37616369507691694,0.1473269534179821,0.1080573580240185,0.15296473245759784,0.1448039134179643,0.11121925223135162,0.2273775707681553,0.1552280671417766,0.15314731487605013,0.1835223550321768,0.24749465469530638,0.10861507789253011,0.06633817734813166,0.1884560015614468,0.05165542098416606,0.18454639363629732,0.0490891744236292,0.0775568945497223,0.536364095099176,0.32679221782017176,0.2783733950704486,0.26451992285045806,0.2802696491391998,0.21409401795981145,0.08942980364287785,0.0887635443550863,0.08908146060329815,A
2,0.13521942850010318,0.4339866086228011,0.12221044980179409,0.3687697296714403,0.14512392614019753,0.10607774466720543,0.1490511096600721,0.14305470308458698,0.11035402759570431,0.2214891418180362,0.15554007367402176,0.15016525848443962,0.18190886326633382,0.2415449888374071,0.10709917768953864,0.060979802925032606,0.1814175118689491,0.047209180105002635,0.18220448451381577,0.04507196263609496,0.07104932044599087,0.5308630679275743,0.33295034955377006,0.2815785989869184,0.2671889574534228,0.27880339854719594,0.2015672418368121,0.08923586983632412,0.0860287842615785,0.09034412580952766,A
3,0.13609781041700802,0.4304540668068548,0.11608629551941943,0.36931616156646196,0.13942667401215444,0.10313557242303671,0.14774125859816098,0.1436607961991281,0.1080505473559254,0.21899125798723537,0.15327352124005425,0.14750094784648873,0.18187902200612532,0.23881039133522736,0.10501331956097744,0.05712182740505896,0.18135373864402604,0.04299404510826524,0.1826451794939008,0.04090978405859093,0.06620934332157924,0.531877055066533,0.33216720803802136,0.2823212745093241,0.2665329422209023,0.27880255642284413,0.20227048700136321,0.08592763375836635,0.08330604429418204,0.0881768146371673,A
4,0.1267000928075521,0.4273033881228632,0.12018180330644483,0.36713611650176453,0.14085832760159683,0.09899816440357012,0.14600409611072043,0.14239011133649784,0.10350106555450131,0.21555505187621832,0.14919058650630818,0.14501896786732454,0.18314426072178222,0.23441531167869747,0.10030553692055902,0.058856748829313875,0.17850307904034923,0.04235106723716529,0.17997464282977474,0.038052579084376176,0.06420840604763531,0.5245509754716556,0.3323185606024267,0.2831259635505981,0.26932855402100764,0.2803850893751203,0.19426261552709723,0.08454831258596479,0.0797791280681682,0.08312945851520431,A
5,0.11793828968179433,0.41269503696017845,0.11133969048913929,0.35837115069732056,0.13788202894132903,0.09309615636554187,0.13880473612248984,0.14138846889882822,0.09995562323715941,0.2056524708460554,0.14773918251093857,0.1428824350412921,0.17096583605870153,0.21968173269149854,0.09484501033220616,0.049698026806671354,0.17091845339637293,0.039942807378636494,0.17673865757137497,0.039727550738793416,0.05981346868660485,0.5035365924624188,0.3312662381640553,0.28803864824016984,0.27081853748362755,0.28008792763811435,0.1750497445026144,0.07816034711911729,0.07755869845011659,0.0852098026567513,A
6,0.11825889920529584,0.4110475396804814,0.10665225813748717,0.3508119888879602,0.13113909566889959,0.09301952848622576,0.13663105574082038,0.13821586117175474,0.09800159441781416,0.20289959111487954,0.13980408197275432,0.13659426804677294,0.17258858199628882,0.21478183576946505,0.09374581538170111,0.0533381776971977,0.17175906074116995,0.04871198497077707,0.1761450740248771,0.04315816435897364,0.06585786808225484,0.5054644446643373,0.32117067970095364,0.2769253874767312,0.25210664860477283,0.2671546459975922,0.18598021322848932,0.08572029152870354,0.07182700136199921,0.07929328113377183,A
7,0.12891514072101712,0.4039626216446209,0.10031728793206059,0.34408606928579744,0.130450420622027,0.09281303392694004,0.14427325034527058,0.13948458531651567,0.09911986406204552,0.20810949461210546,0.14508594346746093,0.1384721023051058,0.16668829597408533,0.2267351108675903,0.0960178293348672,0.05066184668958453,0.17407069045334037,0.036640503121644394,0.17300531690193874,0.03277666343304701,0.05681729469809914,0.49960573137026826,0.3187389684657868,0.2735454419252735,0.2516559980654008,0.24934091380404927,0.18358643069999764,0.07842191340976618,0.0744588955323753,0.08171153636622519,A
8,0.12599396234650742,0.40379355610460654,0.10649598903303376,0.344379318466741,0.13360333995599813,0.09418752201281305,0.1430791858700045,0.1358679179842999,0.09907227774631361,0.20891395245219785,0.14526551526891332,0.1390020850768075,0.16559456213154852,0.226020109888224,0.09668644549400866,0.056131886991435634,0.17499288342692376,0.04186330742660108,0.17096359940859346,0.03719616062492451,0.061436863874040175,0.49373684995302086,0.30880197767071904,0.26721941307952524,0.24734246264700352,0.2509518993640789,0.18752125881969472,0.07496476094286221,0.07604643491877987,0.08174222300955515,A
9,0.12206014294407061,0.4083807490896502,0.11065091471824266,0.3490903339235164,0.1333460037994042,0.09351671372717907,0.14079413410727798,0.13644632504493084,0.09779896841214802,0.20483602434563333,0.14533422845637714,0.13668657357343875,0.16866602980415604,0.22053053630005737,0.09583982990137455,0.054635244585132484,0.16959082359781927,0.037662755575465154,0.1727879544127989,0.031606187820010484,0.05230924761351269,0.5017406421400924,0.3276866466565894,0.2837276237816587,0.2621229446895099,0.2636561404022636,0.1754662185410053,0.07611079693839609,0.0759285375349193,0.08359202678897908,A
