,WRIST_TO_THUMB_MCP,WRIST_TO_THUMB_IP,WRIST_TO_THUMB_TIP,WRIST_TO_INDEX_FINGER_PIP,WRIST_TO_INDEX_FINGER_DIP,WRIST_TO_INDEX_FINGER_TIP,WRIST_TO_MIDDLE_FINGER_PIP,WRIST_TO_MIDDLE_FINGER_DIP,WRIST_TO_MIDDLE_FINGER_TIP,WRIST_TO_RING_FINGER_PIP,WRIST_TO_RING_FINGER_DIP,WRIST_TO_RING_FINGER_TIP,WRIST_TO_PINKY_PIP,WRIST_TO_PINKY_DIP,WRIST_TO_PINKY_TIP,THUMB_MCP_TO_THUMB_TIP,INDEX_FINGER_MCP_TO_INDEX_FINGER_TIP,MIDDLE_FINGER_MCP_TO_MIDDLE_FINGER_TIP,RING_FINGER_MCP_TO_RING_FINGER_TIP,PINKY_MCP_TO_PINKY_TIP,THUMB_TIP_TO_INDEX_FINGER_MCP,THUMB_TIP_TO_INDEX_FINGER_PIP,THUMB_TIP_TO_INDEX_FINGER_DIP,THUMB_TIP_TO_INDEX_FINGER_TIP,THUMB_TIP_TO_MIDDLE_FINGER_MCP,THUMB_TIP_TO_MIDDLE_FINGER_PIP,THUMB_TIP_TO_MIDDLE_FINGER_DIP,THUMB_TIP_TO_MIDDLE_FINGER_TIP,THUMB_TIP_TO_RING_FINGER_MCP,THUMB_TIP_TO_RING_FINGER_PIP,THUMB_TIP_TO_RING_FINGER_DIP,THUMB_TIP_TO_RING_FINGER_TIP,THUMB_TIP_TO_PINKY_MCP,THUMB_TIP_TO_PINKY_PIP,THUMB_TIP_TO_PINKY_DIP,THUMB_TIP_TO_PINKY_TIP,Sign
0,0.13530896819713287,0.171344969340197,0.20067542029987034,0.19890851543784577,0.23132059989658282,0.2583402786608829,0.1931034130177529,0.2333993048999495,0.2647964090876254,0.17156490267799296,0.20619886951353575,0.23219502183929866,0.15413601333221177,0.18402478258397517,0.20838774309708163,0.07876142040540754,0.12205744395714885,0.13829372929650027,0.11641877730937424,0.0986477699664086,0.08287911958287023,0.07523141900544227,0.08870294814120532,0.10893878652542577,0.10133471473451267,0.08880766300891178,0.102713361509135,0.12595316810987972,0.12075152930189784,0.10440386849448587,0.10820431181643089,0.12185479411287135,0.1377178978912242,0.12540382938655875,0.12378535562271112,0.12888475131140442,0
1,0.10277447161911972,0.13969307109573953,0.17822134127815828,0.2170448402601589,0.2491696897747428,0.2718290550131335,0.2148732498460877,0.24738145704757056,0.2729819495909403,0.19834251029123773,0.2308257223622455,0.2564613524527227,0.18060370766663683,0.2129864662596902,0.23763805168724972,0.07559028060831835,0.11528016136672005,0.1221703143705698,0.11742291055273678,0.1051827721222933,0.06910176477647885,0.08915001088537045,0.1111192955314254,0.1288622399772818,0.0914831797650994,0.11127213689260794,0.13147772500082264,0.1506036941919189,0.11378261365743988,0.12804393841229142,0.14184319533775652,0.15585599000004932,0.1352221199645111,0.1466650672676043,0.15718189353317294,0.16663145159830198,0
2,0.07342418608005519,0.09479878682648783,0.11192512602171355,0.13233439059378557,0.14004829380812825,0.14089150870790168,0.13724926921257766,0.14799872691308574,0.15116808046998692,0.1263557244676767,0.13212666691759745,0.13236946248841364,0.10977618631822622,0.11538234774602928,0.11664822653886849,0.049711750454053544,0.05357667391501949,0.06319255975238289,0.05199547164326081,0.04551596095445146,0.06354021854956453,0.06484428370679322,0.06079724226816072,0.05795703716096704,0.06363151895435348,0.06927777297311588,0.06793863396830127,0.0650418784206413,0.06850644308859917,0.06476112616074381,0.05892155748466579,0.054880360995904064,0.07745293018525502,0.0648812932365924,0.057722455163656594,0.053338195761041,0
3,0.06838131056679941,0.09096629046406132,0.10990492796916104,0.12321199949752037,0.14494989990711388,0.15928475979149,0.1318356637043005,0.1574809644703926,0.17545588656447522,0.1272718142718745,0.1515210157556981,0.16885736414552505,0.11243076531142634,0.1299751898290138,0.1435745406147564,0.044250796334126,0.0824805961801036,0.09469194491788886,0.08976923140092409,0.0701079610368578,0.06029526642070416,0.05723862680680303,0.06400930455834677,0.07325136696212346,0.06820861305259981,0.07955211718145797,0.0905521093067016,0.101624918322839,0.07377589930567512,0.07770599854873549,0.08600015537933002,0.09587624241786599,0.07783983312876233,0.0702570768513055,0.07401558875920236,0.08138718459156229,0
4,0.07698038225558371,0.09528564726373663,0.10825874994309809,0.1329832679418545,0.14809013475084815,0.15636633215682313,0.1375856183402064,0.15977674507969405,0.17391058089015382,0.13398945595936945,0.15854140796842578,0.1760908532942406,0.12156651704738258,0.1427550505379335,0.16003664668063922,0.045058218390692684,0.07595858566439895,0.0892753334546985,0.09178898091272698,0.07935735610666926,0.056423216990779894,0.05674727314952662,0.05652881728350922,0.059143073410872854,0.060292514825926465,0.07292124173058755,0.08122871607125265,0.08869275047934978,0.07139682366306459,0.08061084983280863,0.09455086838840103,0.10686285151883938,0.08675210969015959,0.08802047375102673,0.09608204659729225,0.10575406217658173,0
5,0.14161065964885955,0.18551266948791628,0.22798100884029454,0.2168866806533535,0.250423649330237,0.27429350360891447,0.20534146541626472,0.23148494361538705,0.2528974133145142,0.18507366035990616,0.21062935749447834,0.2301539826132003,0.15749751341633575,0.18593060394443764,0.21025303804427267,0.08689803043155524,0.11540323425380285,0.10890077859438865,0.10080219211485031,0.09438813373667598,0.09346182865826841,0.0864355268937895,0.0896074290810049,0.09878002333051483,0.11781767197233024,0.11038682898536302,0.1085610700503541,0.1113671656899036,0.13906625214407378,0.1369908421358575,0.13643204058911684,0.13657532933707445,0.15655416156387497,0.1575354456735068,0.16114683293931276,0.16539237794634212,0
6,0.07457975728976986,0.09574194823212213,0.11244383997305159,0.1536262338174831,0.1740000715931124,0.18781494692159567,0.16234094623084463,0.1834339783245426,0.19593708142357166,0.14867646609221497,0.16843568770106923,0.18033682801129625,0.1287017724721786,0.14189254052786976,0.14964366084578248,0.04522260481306457,0.08437817986086762,0.0937739198440885,0.08551253336608758,0.06040537666025775,0.03687503280676523,0.052402108291464924,0.06722392837887874,0.07859184319490028,0.04297695763094925,0.06983113858252546,0.08418971679660094,0.09304645048308444,0.0564481444108767,0.06939633758000685,0.07921550941184835,0.08539878298096854,0.07399791262641366,0.07686600896820249,0.07855276531359089,0.07851416303778332,0
7,0.13448324253661473,0.16873140974446624,0.2016059396191188,0.1993418017230009,0.23051611038803696,0.2540770891178386,0.19241025226260214,0.23074610109950577,0.2614924293620371,0.17253785680076048,0.208049018141893,0.23403846687880756,0.15130231821452328,0.17878253336119757,0.20046941322100528,0.07657486380679289,0.10936997761236558,0.13017523698707506,0.11512915436997524,0.09140180142300083,0.07615571174258529,0.07207444594390942,0.08531820773920265,0.10158253159657346,0.09515275347169755,0.08719462406743413,0.10216608260861063,0.12210269870594763,0.11522640065307665,0.10482969052497058,0.10951279742856951,0.12040379607862224,0.13115878260136332,0.11829580374563231,0.11462015775852298,0.11541655040417373,0
8,0.11316054211520093,0.14089217222093633,0.16788010702211087,0.1792983617904997,0.2097156902096381,0.23517863226253732,0.1729802529869038,0.20748386701874383,0.23717232436637703,0.15910496434004237,0.19116892089941134,0.21392826687206024,0.13863517380532506,0.1623690103252464,0.18006896347436724,0.06242671756064319,0.1060359617725025,0.11923876017431215,0.10557727827381573,0.0815664652264052,0.06815294449856292,0.0741086023371295,0.08981350320693196,0.10847558832344348,0.07929273798120257,0.08144018296588401,0.09657007005898519,0.11712639778727413,0.0917484483619327,0.08587633564765508,0.09213734995876736,0.1023478673019755,0.1021363303656024,0.08924864507451079,0.08273880417020857,0.08174729008548019,0
9,0.0742962232662438,0.10154118455448476,0.12344766436501534,0.14224257728569642,0.16502814905508884,0.1786964090303507,0.14932011281584132,0.17481207590090694,0.191978992303031,0.14411881945465055,0.16857855818585346,0.1874348135235218,0.12954972407576582,0.14989960510261785,0.1661823390877853,0.05018502121575724,0.08620556806182453,0.0969191753096991,0.0937674533914538,0.07990861602567548,0.05804363285110618,0.05631306504502258,0.06432389826509405,0.07324806043232365,0.06551471670926881,0.07325061169120411,0.08112177770177952,0.08916292665753028,0.07203312189545337,0.07478953593457242,0.08220423520249852,0.0924224290197397,0.07741262306453532,0.07268777407053116,0.07708776306640308,0.08372173923473099,0
